id,EAP,HPL,MWS
id09895,2.32091656230275e-05,8.744712307632159e-06,0.9999680524207352
id17313,0.9998916446266659,9.35802279385698e-05,1.4756695748218243e-05
id23310,1.6768604540223917e-05,1.6118490901949547e-05,0.9999670987773411
id00249,1.5763616681196795e-05,1.8066389300970932e-05,0.9999661451348565
id18931,0.02361592813225938,0.9662992301732722,0.010084944250136558
id15869,0.00020385390829391658,0.00022530961174805836,0.9995709386307841
id17725,0.999971151768047,1.8046190454327713e-05,1.0874722277215079e-05
id19940,1.6616893265101513e-05,5.492760418375772e-06,0.9999780657312822
id09046,1.3836480983589579e-05,2.0860568003339686e-05,0.9999651914932813
id16584,2.9264411274468962e-05,8.035910318864917e-06,0.9999628073933223
id21371,0.9994894377848326,0.00023396229014358716,0.00027662645949742007
id19075,0.9998745996906687,7.684196473784457e-05,4.846223314457859e-05
id08036,3.1527593216951407e-06,0.9998059461075041,0.0001907624282576307
id24536,0.9999629265981853,2.8105062096926572e-05,8.959372528154876e-06
id11493,2.3703337087502845e-05,1.4438218709724664e-05,0.9999618537549303
id09950,0.8882039077712064,0.10843200290643308,0.003364120687944273
id15841,3.0696622347204744e-06,0.9999580392104567,3.8859587655514916e-05
id05992,0.019715063521732846,0.0007407682018052028,0.9795440900625109
id10357,8.07745105388076e-05,1.820534235089227e-05,0.9999010611844403
id04770,0.9999474300851545,4.229237373680909e-05,1.0251635040047285e-05
id08765,0.002292926891615166,0.000104675229241515,0.9976024803977308
id03104,0.9999161993809138,5.622457301553267e-05,2.7569110884700483e-05
id12728,0.9999208481644102,2.829897819276946e-05,5.1032879945370924e-05
id18221,3.568201420011625e-05,8.617245504373652e-06,0.99995565512755
id21794,2.1713041969912555e-05,3.3601221314651446e-05,0.9999446884193903
id03021,6.929687134391966e-06,0.9999599464808746,3.3248702064764306e-05
id15394,0.9998664945083545,0.00010894294630676345,2.4574201120590863e-05
id26504,4.358621719238118e-05,1.8224137695203225e-05,0.9999382514945302
id11924,0.9999177489730112,5.994156948237059e-05,2.243639019544597e-05
id05827,0.002913988501281629,1.5068295289447666e-05,0.997070796316045
id10412,0.9998939093603098,5.3085589989694196e-05,5.308766571118848e-05
id14497,2.4545579273033993e-05,3.0486466575771826e-05,0.9999451652302875
id14116,5.793950291190138e-05,2.5598981496742446e-05,0.999916556978877
id16321,0.9999806882815664,1.0146868978786957e-05,9.31753506718906e-06
id15129,3.312160454130708e-05,1.789042597106907e-05,0.9999489797256508
id14500,2.5393471415188494e-05,8.999260516800503e-06,0.9999656683139552
id24982,0.999845516694517,0.00012258425605979844,3.190101123526901e-05
id21132,0.9997311000028601,0.0001855530446778109,8.329510569447182e-05
id20440,1.444188182365283e-05,2.1002235934610187e-05,0.9999647146728348
id23860,0.9995044505992311,0.00047453084485080024,2.103234148942719e-05
id26173,0.9993293151281196,6.872832918603506e-05,0.0006019520336275744
id00573,0.2622742723029245,0.000555655906706258,0.7371700745420126
id16474,2.1580549236471506e-05,0.999864587416182,0.00011386654689419711
id07604,0.0007040754526303177,1.1882876545347617e-05,0.9992840470051199
id23307,0.999962568983639,2.8461777555723947e-05,8.898632696203687e-06
id25275,0.0041231926898568,0.995697719853221,0.00017914644857311258
id05255,0.996359197220928,0.0015509911464983036,0.002089891079113086
id14828,0.9970272944679963,0.0027536923809295803,0.0002188858949719598
id12877,0.9999365826689229,1.3049753740141802e-05,5.046753509330829e-05
id10089,2.0761175448583518e-05,0.9999089282500668,7.043665676204992e-05
id04423,0.9998531449395337,0.00013345372215967718,1.3488994889845768e-05
id21549,0.00025807004684362636,4.011926477534834e-06,0.9997377739502505
id01888,0.9999759200134383,1.339858157000776e-05,1.0784148399607007e-05
id00245,0.003686647265223607,0.005932575017312272,0.9903805992621193
id22118,0.00010951472719420007,0.9752428521040932,0.02464664459704665
id21765,0.9996862903670628,9.94998953300798e-05,0.000214287778047589
id01211,3.12203713504479e-06,0.9999673371881044,2.9672945627258636e-05
id13175,0.9999704365331993,1.7431086532356177e-05,1.2104194144973469e-05
id26261,4.450258571766023e-05,1.9148776910957324e-05,0.9999363442654922
id11858,2.2954089047318155e-05,2.4221424410042985e-05,0.999952794235565
id14040,2.1864272984636272e-05,2.741468540261535e-05,0.999950886978789
id03781,0.0010730187729112515,0.0031202872100378415,0.9958069265459673
id20492,9.239150646372921e-07,0.9999918938011659,7.252726083947527e-06
id02776,0.9998136932376929,8.607771476000251e-05,0.00010019205066379673
id22201,0.9603300711278477,0.038222056050782244,0.0014478199139939675
id07156,0.9999761584263047,1.308640649438165e-05,1.0693696584269947e-05
id22593,0.9992819027764769,3.403100539924192e-05,0.0006839548597171979
id22042,2.052523061016955e-05,3.2521423917499014e-05,0.9999470724761502
id16402,2.0458395265739325e-05,1.827338922226479e-05,0.9999613769360753
id12061,0.997248389121381,0.0004544710586554586,0.002297091970492205
id09476,0.9999557743315604,2.7960297555385543e-05,1.6191626213075072e-05
id26123,0.9997949810412323,0.00018596670007595232,1.9213294360244246e-05
id22233,0.9985956287390398,9.776335924305904e-05,0.0013066373288029849
id17393,0.9999665027506817,1.9473526691085132e-05,1.4077164511612665e-05
id09091,0.994619294502532,0.0021959940761969595,0.00318470426303118
id07141,0.8610841241903832,0.00042536345491594427,0.13849040666291654
id26672,0.9997437328694979,0.0001654948261937204,9.081860912492567e-05
id15968,0.8887670086790735,0.00014290348257664767,0.11107995771075461
id26171,3.127533894617537e-05,6.650809085681028e-05,0.9999022531601021
id00422,0.9999685292427732,1.7444274016905433e-05,1.4036371364701173e-05
id27033,0.04951517959539325,8.447193044938893e-05,0.950400344144092
id01254,0.00010146535458831293,0.9993283620938725,0.000570094487865859
id21194,0.04145534850950606,8.249086456342965e-06,0.9585362401097344
id19524,0.9988469577603654,9.910583835498718e-05,0.0010539037273827523
id27616,0.08736154923830186,0.42695614312764174,0.48568232897421715
id00731,0.0005456001419383179,0.9985978905372348,0.0008566158574814692
id05741,0.9999761584263047,1.4093807955113785e-05,9.726512669748523e-06
id25408,0.9999079746630579,7.502384917915183e-05,1.7071814944259044e-05
id02305,0.9999551783116508,2.1813995611407268e-05,2.302079927479771e-05
id26809,2.360628845982946e-05,3.31271643592407e-05,0.9999432579880627
id25468,4.8803727861324455e-05,1.439565164840692e-05,0.9999368210724106
id18638,0.9999780657312822,9.66425795001206e-06,1.2220355737070528e-05
id10501,8.523250541636164e-05,0.9991172874031884,0.0007972641126022874
id00574,0.041336637357005164,0.9583070490675635,0.00035635952788421935
id04417,2.4804049505977116e-05,1.149565026501047e-05,0.9999637610326239
id10697,0.9999792577987406,1.1305679099690086e-05,9.52275170834135e-06
id11877,3.298807096596238e-05,0.9999160801816213,5.092975786311107e-05
id26204,3.228499294084466e-05,4.3561533353327146e-05,0.99992418576589
id26921,0.9999084514564487,4.539586005068679e-05,4.61333053298267e-05
id24870,4.827221340191447e-06,0.999974251124965,2.105192721487292e-05
id20294,3.651537138481418e-05,1.11482479108139e-05,0.99995231742103
id12652,0.9999091666469612,6.356573847627514e-05,2.7270876000192935e-05
id17274,0.9999022531601021,5.5398942637770094e-05,4.242576371459678e-05
id26702,4.2240859369449695e-05,2.0243509884619924e-05,0.9999375362832146
id13503,0.015351072485005023,0.9843875319092775,0.00025961929487593085
id11828,0.9995350726736826,0.00038553118197394193,7.93409437076233e-05
id06742,2.790454333577516e-05,2.775771425767381e-05,0.999944450014027
id19092,3.5255881587199896e-05,0.9999022531601021,6.236677033902094e-05
id24780,1.6055222134815646e-05,8.743845031458676e-06,0.9999752047751801
id10096,3.200574724498225e-05,1.4327567477654037e-05,0.9999537478653172
id17166,1.6422634427661672e-06,0.9999899864698134,8.34159736917327e-06
id02434,0.999761133116978,0.00018457898368997612,5.421196335576869e-05
id19637,0.9999482645066617,1.7421813042640647e-05,3.435556289623207e-05
id08703,0.9996774716859186,0.0002064217757195254,0.00011606885323324355
id22159,3.825055888313781e-05,1.9509439714933565e-05,0.9999423043683144
id27768,0.9999597080718734,2.6874363149643058e-05,1.3430103295228093e-05
id08307,2.1290982238705866e-05,0.9999318146111063,4.688586010185508e-05
id27583,1.909807663240311e-05,1.7156178949423886e-05,0.9999637610326239
id08152,3.3259833587799395e-05,1.2885720070851815e-05,0.9999539862728974
id25955,2.99604539390968e-05,2.5296498039222808e-05,0.9999446884193903
id03445,0.9999601848899325,3.088277167924601e-05,8.95596399163242e-06
id00703,0.9998833009153978,0.00010156894587909628,1.5104220552115057e-05
id21532,0.25901710117760485,0.0005110674113090638,0.7404717991171552
id01665,0.9999529134392343,3.7297376736754164e-05,9.761052466464089e-06
id15697,0.003489091274571588,0.0001652760632443689,0.9963455381582703
id06020,3.2444133864040326e-05,1.1892025307501351e-05,0.99995565512755
id27540,4.478832047892137e-05,4.534039251123589e-05,0.9999098818379851
id21655,2.1526674279382563e-05,9.671237400879192e-06,0.9999687676538775
id26844,0.055956823405744864,0.008787897673898764,0.9352552636857013
id22823,0.9997535055739533,9.29097337386965e-05,0.0001535317979690985
id13629,1.6368339148995044e-05,3.011996884694609e-05,0.9999537478653172
id27598,0.9987067009855741,3.4590329242650056e-05,0.0012586839366158992
id20587,0.9987771841014547,0.00044715533295152326,0.000775684924859128
id05271,0.9999647146728348,2.2195118942717983e-05,1.3162895480564793e-05
id16902,0.9998960549021778,8.357479316836493e-05,2.0462297767122992e-05
id12595,0.9018359178133433,0.015702453680499464,0.08246153663562233
id21006,0.9999732974756593,1.3645669273451742e-05,1.3177314348564561e-05
id04422,0.7119923851311689,0.0063585568704861775,0.28164906875756424
id20388,2.0608610221128585e-05,8.607964114667142e-06,0.9999709133563742
id13143,1.3204448978495965e-05,0.9999704365331993,1.6452568492951235e-05
id09362,0.011695376708449194,0.9879701024888646,0.0003344771186845726
id25270,2.3545335328684578e-05,1.1512699562862179e-05,0.9999649530830296
id02692,0.9999732974756593,1.2135459511899622e-05,1.4609819029191053e-05
id18976,6.660822021219059e-06,7.28182075430474e-06,0.9999861718180223
id12713,0.9999612577313971,2.78765617123218e-05,1.0882762729272169e-05
id02765,1.5544049570342452e-05,3.6207925425593694e-05,0.9999482645066617
id14035,0.9997047621810476,0.00023689835047329224,5.824753897190729e-05
id18234,0.00014493035514189838,0.9998049926187066,5.006271305053761e-05
id25848,2.081269791407607e-05,0.9999299073943456,4.9236623403801475e-05
id16795,1.4729348974811833e-05,2.0774663219206985e-05,0.9999647146728348
id13221,7.209552622138263e-07,0.9999876023107387,1.1598226543593675e-05
id27415,1.638572237493834e-05,0.9997587495035315,0.00022509119287217734
id01881,0.9767240564912539,0.0004484903751468105,0.022827497299263914
id22651,0.9999723438272632,1.7583606328874147e-05,1.0035552440320697e-05
id12991,0.025731559593459387,9.364048774745541e-05,0.9741747937797568
id00414,4.331699095744828e-05,1.1515796160416778e-05,0.9999451652302875
id14168,0.9998931941807102,8.065704432308212e-05,2.6188355463022837e-05
id04349,0.014553854498919003,0.0003248381020935095,0.9851214659353132
id24531,3.836981046032502e-05,6.139116635131858e-06,0.99995565512755
id19445,0.0006720020181996382,0.9989931886782629,0.000334772307435324
id21129,0.9999792577987406,1.0184397132078996e-05,1.0692493252132823e-05
id04453,1.8121262120548206e-05,0.9999651914932813,1.6548006462688076e-05
id10947,0.9999610193220833,3.0940581299080714e-05,7.979749069522547e-06
id22811,0.9982060806810056,0.0004555224432351037,0.0013383296026527572
id04655,0.8441999685621644,0.0011962982825844404,0.15460373969795158
id05609,0.00016705803283705915,0.0001747330384102347,0.999658166196061
id20374,1.4257955938048392e-05,7.599501520570546e-06,0.9999783041446603
id12476,0.00020791798647595865,0.9996433894063427,0.00014849991866071875
id25470,0.0016162854373559874,0.9968525930498856,0.0015298954698955251
id18174,2.534532508400786e-05,1.0472120589749745e-05,0.9999642378526156
id18828,0.9999661451348565,2.137048091358338e-05,1.2495773075325894e-05
id18630,0.9999148881894764,6.881470544908201e-05,1.6463806650074168e-05
id19958,0.9999268081748681,5.7084116512440406e-05,1.608759251215802e-05
id15082,0.00047599233146060783,0.9991322946277084,0.0003916898143430693
id02659,2.8494612690315497e-05,0.9994057990896243,0.0005658430401754315
id17744,0.00022409970475482832,0.19680255274233432,0.8029725594504524
id13173,2.123778966585658e-05,2.430910617096915e-05,0.9999547014959789
id10698,0.0033597138022328833,0.0004796247170073707,0.9961607435078716
id27489,5.414081841298257e-05,2.3172894259434774e-05,0.9999227553638916
id14811,0.9999635226227132,2.4447460256901894e-05,1.1994763452384362e-05
id25106,0.04229894252409688,0.0009844123155979192,0.956716562727554
id20359,0.9977832604698131,0.001503351734249493,0.0007133545216373873
id27566,5.8089272561772264e-05,8.15411695940067e-06,0.9999337218315046
id17655,2.1012333124703334e-05,0.9996641246408078,0.0003148537930605324
id17793,3.387532138247405e-05,1.7328671484103686e-05,0.9999487413192643
id12334,3.5312731677344366e-06,0.9999880791420989,8.261982577166459e-06
id17054,0.9998902142712179,7.662374762918904e-05,3.312321552888591e-05
id04053,1.470889670570804e-05,1.0748273930798313e-05,0.9999747279499589
id07474,3.0156643798616056e-05,4.392831948982359e-05,0.9999260929717375
id05891,0.9999634034177791,2.4832475418794893e-05,1.1825131438981482e-05
id14793,3.4614682888377415e-05,1.725831517156199e-05,0.9999482645066617
id17947,3.315074076912434e-05,4.932095597890038e-06,0.9999618537549303
id07322,0.9999771120783387,1.2579134515823433e-05,1.0383434258454883e-05
id11715,0.9999468340702184,4.362526613941793e-05,9.536411145933581e-06
id08505,0.9999046371156883,4.597216554222634e-05,4.929403672102666e-05
id02208,0.9991501606650942,0.0008214529292109816,2.836122692823376e-05
id06990,2.2722641278099357e-06,0.9999856949875716,1.2189999247421091e-05
id16299,0.9997475465964561,0.00016764999315946845,8.47756983167742e-05
id24541,0.9998966508868471,8.576903612613715e-05,1.752123578820853e-05
id10022,8.137496633857018e-05,0.9918813659370653,0.008037102874420023
id13539,0.9038197233633569,0.0009662788639297093,0.09521404403483827
id13882,1.1286578880032847e-05,0.9998529065559959,0.0001357940359637667
id09781,0.0014510946053731624,2.9883008400519025e-05,0.9985190877466563
id03831,0.9999024915554049,8.681573123566864e-05,1.0770879195891388e-05
id14453,0.9639222948968568,0.0010793975323789388,0.0349982309951938
id22786,0.9997825858937324,9.37092759476253e-05,0.00012376386005365046
id06202,0.999910239433689,7.208886184178161e-05,1.7590935923840062e-05
id11203,0.9999587544364371,1.9558751088711254e-05,2.172557342284661e-05
id16075,0.11691970159819925,0.8829021278345263,0.0001783064880792834
id24884,0.9999780657312822,1.0441843932677065e-05,1.1559732161835119e-05
id11186,0.9999790193851352,8.765887147879164e-06,1.2113651931022312e-05
id01296,0.9999560127396236,3.103174516762443e-05,1.295714305464515e-05
id03773,0.9999108354268129,7.426592862395012e-05,1.4844617863667504e-05
id20125,1.4859249178981535e-05,0.9999322914158648,5.27517507224882e-05
id21873,0.9999644762626968,2.1957887075761747e-05,1.3586028870849162e-05
id00167,0.9999650722881483,2.3492805383429508e-05,1.1449304222840782e-05
id07668,7.941940715101849e-06,4.278892231659502e-06,0.9999876023107387
id17954,2.4830438842226265e-05,1.1979878989813603e-05,0.9999632842128594
id25626,0.9996968371351787,0.00012899312893804006,0.000174280203090133
id05977,0.9998869959789413,7.670563434578626e-05,3.621932230648469e-05
id01709,0.9955007032938802,0.00028189444887324086,0.00421753707838924
id01875,1.7000442336405504e-05,2.490402718272515e-05,0.9999580392104567
id08426,0.10479802245594791,0.8946063255618262,0.0005955958988012938
id01407,0.9999504101651634,3.253988298797653e-05,1.7036326844909076e-05
id21685,0.9997015444856756,0.00024227373997841748,5.628916849067707e-05
id04434,0.00012585560629761015,0.9994970633131723,0.0003772810344251741
id18314,0.9999333642274029,5.6240124946056055e-05,1.0370341625278216e-05
id17965,5.1021054810123405e-05,0.9999065442842497,4.258986380500289e-05
id07837,3.40957812340933e-05,1.2975295679654735e-05,0.9999530326429178
id24496,0.9997537439337919,0.00011677532704759662,0.00012940959873292251
id08558,0.0008318179004056998,0.9987600391019426,0.0004082112616327135
id05018,0.9999431387855444,3.0657025744737866e-05,2.626982602869987e-05
id09287,2.953641001308271e-05,3.496017363023345e-05,0.9999356290555408
id11625,1.799607526043983e-05,7.5816936920992445e-06,0.999974251124965
id12731,0.9999650722881483,2.305102828329242e-05,1.1899263143177191e-05
id27306,0.9998448015495306,0.0001035662875551026,5.155153250718678e-05
id13451,0.9994951569256332,6.333996338981662e-05,0.0004415024384099814
id13668,0.9999773504914894,1.0006261232449145e-05,1.2781907077636236e-05
id27544,1.4204712816289967e-05,0.9999418275587812,4.408086592833604e-05
id21113,0.9999641186475964,2.2639872863223714e-05,1.3215699088548984e-05
id24517,0.9997152495563685,0.000188290214260329,9.636514852509654e-05
id06609,0.07279488712062115,0.0031713974432249115,0.9240337593585829
id00934,0.9995232765105667,0.00041505169980417413,6.159310692974707e-05
id13998,0.9999696020931903,1.820362359725582e-05,1.2192812892074204e-05
id21139,0.9999601848899325,2.6800984050486612e-05,1.2950187990335114e-05
id09807,0.00020324883135857926,0.99968152350273,0.00011523360338479174
id05996,0.9999685292427732,1.942292975136625e-05,1.2009082303606843e-05
id26128,3.532362894698638e-05,0.9998641106437072,0.00010058035435346689
id20229,0.9997382506624832,0.00024165208953648678,1.9978131516217927e-05
id15505,1.4045175054003793e-06,0.9999861718180223,1.2356189398149956e-05
id16904,0.9999661451348565,1.6376739518609026e-05,1.7552125528963377e-05
id21884,1.3774062349678421e-05,0.9999570855766119,2.9032908015283022e-05
id04880,0.9999797346261219,1.0060102421506196e-05,1.0299397697793376e-05
id24227,0.9999494565385942,3.695471837190392e-05,1.3556868883821656e-05
id19651,0.9999706749447583,1.6191873279568997e-05,1.3053898654852075e-05
id16877,4.204849936380514e-05,4.1279314616049896e-05,0.9999167953775902
id23324,0.015977111531635967,5.9278325158083446e-05,0.9839637616745389
id08898,0.45754277165684987,0.0011667286369798052,0.5412904790584916
id17275,0.9999507677753613,3.82304280086045e-05,1.0916628829851812e-05
id04988,0.0005157890083463,0.9991139524950179,0.0003701762851339918
id14202,0.00013444885818335046,1.2692322883693203e-05,0.9998531449395337
id05507,0.9999802114537304,9.32470874368595e-06,1.0539086854009345e-05
id04605,0.9999289537873295,6.170134182251856e-05,9.352566750364061e-06
id12033,9.943377863198343e-05,8.764420405744836e-05,0.9998130973024701
id19166,0.999864587416182,9.684477460545576e-05,3.8673846598823286e-05
id27808,0.005016200175144604,0.9948743073704236,0.0001094716013966714
id19896,0.9998574358529312,0.00011358964975789343,2.9047420120895783e-05
id22710,0.6966505098480147,0.30329801248790733,5.1051328734332524e-05
id10496,0.0001627756223407294,9.592722757300165e-05,0.9997411109406532
id11026,1.670421760118538e-05,0.9998188182952706,0.00016453345711791144
id00843,0.9999771120783387,1.1288258145326666e-05,1.159363716556401e-05
id03652,0.9999568471682928,1.8864168018551997e-05,2.431854347124872e-05
id08507,2.1205700640296003e-06,0.9999680524207352,2.9775250241848143e-05
id17331,0.9999768736652449,1.0706656276657998e-05,1.2367047027584652e-05
id03378,0.9999290729881567,6.14599118901742e-05,9.431503822866681e-06
id15582,0.9998861616085605,5.839348255671674e-05,5.543170850390945e-05
id07635,0.9999600656853964,2.7079304350003048e-05,1.2853036568611212e-05
id02007,3.501229048620709e-05,0.00011388381426792843,0.9998512378728234
id10844,7.636433624419385e-05,0.9998650641888841,5.836458744701805e-05
id11758,0.9999268081748681,4.468660723363302e-05,2.8474293352512124e-05
id19027,0.9999666219559851,1.4549183354665963e-05,1.8821722818338656e-05
id19661,0.999950886978789,1.4387101169243796e-05,3.474900103428358e-05
id14478,3.1435168532538206e-05,2.8217107280425223e-05,0.9999403971315461
id10178,0.9999007035920189,7.68170528261119e-05,2.253318448915373e-05
id26960,0.9999213249639395,6.544495269065653e-05,1.3312430133836764e-05
id23289,0.9998500459579766,0.00012665812244126812,2.3394610674481123e-05
id25784,3.244240120662537e-05,0.9996152664422735,0.00035231363536100224
id22902,3.846418811191123e-05,1.861232728499061e-05,0.9999427811780749
id08789,0.0010671951128255214,0.9860628096728916,0.012870001263369412
id27264,2.9567383000532324e-05,2.4969235812908792e-05,0.9999456420414122
id02023,0.9999821187664385,8.281656791116437e-06,9.65370154810069e-06
id10702,4.238841366488481e-06,0.9999382514945302,5.751405874479523e-05
id05863,2.005066285975264e-05,7.422510656701834e-06,0.9999728206513476
id12484,3.494280748204284e-05,1.2442297537236582e-05,0.9999525558282691
id24035,2.402908160721461e-05,3.347995948936286e-05,0.9999425427731662
id23232,1.8174013624767265e-05,0.9999356290555408,4.608981365258441e-05
id12175,0.9999802114537304,8.803427573874454e-06,1.1007968943732894e-05
id15362,0.9999732974756593,1.6949545366909185e-05,9.91237473382231e-06
id05532,0.9997411109406532,0.00010055359598220311,0.00015825578354109824
id14829,0.0005913445783116741,0.9993293151281196,7.934132203562657e-05
id05210,0.9995463923550395,0.00016175459795691235,0.0002916601835488014
id17139,0.9998457550762929,0.00012928168104490314,2.4966711813482958e-05
id27313,0.9999417083564336,2.468619737806267e-05,3.356032524018933e-05
id17396,0.0007258324348780125,0.0050384534971828635,0.9942357421663537
id00194,1.3399642176282259e-05,8.844932219236586e-06,0.9999775889046968
id01574,3.0451220010150598e-05,1.9602147987075102e-05,0.9999499333517652
